GTA06,Population,Worked in 2010_Full-time,Worked in 2010_Part-time,Worked at home,Avg Pop Density,Avg Median Age,Family Size 2,Family Size 3,Family Size 4,Family Size 5+,Avg Median income,Avg Average income,15+_No certificate/diploma/degree,15+_HS diploma/equivalent,15+_Post HS diploma,15+_Apprentice/trades certificate,15+_College certificate/diploma,15+_University <bachelor's,15+_University bachelor's+,15+_University_Bachelor's degree,15+_University_Above bachelor's,In labour force,In labour force_Employed,In labour force_Unemployed,Not in labour force,Avg Participation rate,Avg Employment rate,Avg Unemployment rate,Mode to work_Drove car/truck/van,Mode to work_Rode in car/truck/van,Mode to work_Public transit,Mode to work_Walked,Mode to work_Bicycle,Mode to work_Other methods,Avg Median commuting duration
5045,4422.241378,1663.3573,565.328763,88.758977,4245.870772,33.009026,404.22573,306.994891,375.294568,161.522508,30121.82272,34702.9642,622.09705,1086.095777,1587.534065,323.537297,795.789219,133.193193,334.996122,242.174415,88.813726,2378.129981,2176.108304,198.013701,913.552469,72.265725,66.062564,8.311724,1538.289566,169.41082,242.63017,112.806789,0,16.104836,20.700902
5046,4891.318679,1845.212901,571.643592,101.609912,3316.977217,34.723725,438.434878,351.068401,412.192428,185.962739,31250.7776,37971.39375,807.148467,1053.155958,1909.323132,319.219784,949.424445,139.012313,500.465157,316.08175,184.989314,2550.006542,2297.85584,247.771124,1218.933945,68.001959,61.497923,9.434823,1752.948901,205.569992,166.315591,31.870021,0.066075,29.64495,20.442763
5051,4245.895599,1572.239219,510.106444,100.540645,3125.546631,34.999815,369.530284,305.39898,325.539413,183.489667,30340.2638,39713.93997,617.048588,810.532008,1835.995408,338.006846,828.155097,123.180666,540.371748,351.857108,189.766986,2241.917585,2047.169209,193.489141,1021.658078,68.833942,63.035232,8.397868,1504.327843,143.256006,237.443285,17.581784,10.044989,17.625903,20.666735
5056,4255.859944,1578.045169,509.513701,100.96199,3123.148922,34.968803,370.192758,305.938502,326.58571,183.897839,30415.23454,39770.89558,618.41684,811.614816,1840.263784,338.252555,830.126359,123.851618,541.755522,352.626817,190.308913,2247.141473,2052.629314,193.206233,1023.153825,68.85562,63.079215,8.359807,1509.033403,143.362488,237.033723,17.409694,9.945109,18.279622,20.668826
5069,2829.858316,982.347175,237.316454,37.082121,3183.923217,36.522904,284.74162,176.871122,211.789721,99.658983,27119.48098,35776.07692,451.783883,529.051576,1089.493408,176.635335,456.850784,121.952331,336.576429,190.96152,143.092901,1301.122232,1225.726335,75.927521,766.152462,63.001618,59.364977,5.876642,949.147856,92.235783,101.00878,22.864085,0.006049,0.006692,20.53032
5075,2668.107231,941.933897,202.751281,35.416629,3062.31063,37.064289,276.246672,165.587,196.916649,91.582525,27385.09268,35570.72743,423.796826,497.164275,1010.66379,169.123378,433.103793,109.221853,302.214604,167.216047,132.532504,1220.057872,1156.737509,63.315507,709.633332,62.867532,59.537717,5.298705,896.664736,86.470472,91.474129,22.146366,0.016857,0.016373,19.786232
5084,5789.08194,2326.163778,697.179274,160.501265,3421.79399,36.453954,607.186241,395.527581,450.524334,214.737963,34552.87749,40282.31957,972.146085,1084.130624,2511.758958,307.43708,1192.609825,214.834164,792.542502,542.279834,255.231355,3220.840556,2928.016261,287.221401,1356.501356,70.741766,64.418448,8.930027,2317.627104,163.250422,243.485476,31.201797,5.066393,13.109986,20.588628
5058,2679.222603,781.555826,339.062007,89.653715,1013.659603,49.920391,417.289911,140.10282,130.624385,75.117534,29023.55252,38538.98392,616.438923,533.198658,1157.312769,198.80427,351.458753,94.812673,512.208877,343.172101,169.063981,1200.520551,1130.041004,65.518217,1111.418073,51.818407,48.800442,5.416862,756.949455,109.346929,70.299691,64.280888,0.001993,14.861883,20.301712
5097,2892.812337,947.867177,308.508671,26.839193,3301.057667,41.999644,469.421496,205.66832,116.276582,62.609936,23302.17565,28999.38321,648.270326,786.807234,983.773195,277.175808,518.615111,44.758287,147.693613,93.999254,53.694359,1327.939062,1233.991725,93.945568,1095.378583,54.80151,50.900201,7.102116,858.466073,102.829197,102.846409,102.782222,0.01201,0.007506,16.002438
5104,5099.84725,1610.37828,488.792379,78.580958,3357.38815,40.002339,724.437525,362.205539,261.864462,144.016079,26812.99169,31922.84189,1047.348845,1099.816992,1998.801305,405.837341,820.483939,178.891855,597.950234,414.602368,183.34535,2295.540426,1990.094675,301.083947,1846.062657,55.399481,48.101515,13.096516,1448.945938,165.800034,205.090957,43.670985,34.894426,21.80902,20.49983
5125,1510.351187,0.100465,0.032365,0.004447,3516.091494,36.000885,224.756077,84.908602,54.944493,24.97404,32092.63054,38770.53652,0.047545,0.062364,0.107898,0.020796,0.046358,0.009472,0.031648,0.01912,0.012421,0.139297,0.130008,0.008849,0.079239,63.901535,59.671843,6.241804,0.09884,0.009015,0.00942,0.005369,0.00012,0.000591,20.34176
5129,1766.921652,668.195307,163.128374,59.603077,1828.66691,45.998742,276.079538,103.531617,109.801771,40.784331,34398.93787,41527.85376,282.339335,395.269924,828.191251,131.75838,323.118763,40.784125,332.530022,194.499918,134.893387,884.653794,803.09091,81.562844,618.009812,58.899764,53.399888,9.199822,589.771774,50.19312,50.194067,28.232774,0.000315,0.000493,20.399783
5140,4169.879629,1486.467547,435.906874,100.474155,2330.240528,47.122795,685.945742,282.099183,248.050536,84.412622,38485.93063,43971.80876,639.937878,853.198192,2014.505591,300.435847,735.822947,167.747854,805.551125,494.015239,316.456618,2021.34738,1873.02241,148.400125,1486.21761,58.765026,53.749931,8.245187,1498.119829,108.481471,99.752393,45.120428,0.673128,10.221986,17.875597
5142,838.421067,316.985628,77.386163,28.275713,1827.778576,45.873791,130.994022,49.122849,52.094864,19.350188,34399,41528,133.937589,187.512625,392.883596,62.504208,153.28413,19.346541,157.748716,92.268117,63.992404,419.671114,380.978032,38.693081,293.174501,58.900002,53.400002,9.2,279.780742,23.811127,23.811127,13.393759,0,0,20.4
5147,325.453392,102.820939,26.367081,10.522012,651.567013,3.845238,40.081009,15.757946,16.767827,6.03087,36392.2429,44535.09313,38.365503,56.237466,129.533199,17.201116,46.346795,6.774458,59.267446,33.596114,25.277101,136.85243,125.246147,11.526515,86.992427,60.847948,55.556248,8.612167,88.196529,7.815501,8.729156,5.195009,0.905866,0.694761,20.354904
5144,3797.963492,1564.761574,491.858916,63.983244,3245.749164,40.976359,531.513397,240.976479,201.459648,63.926318,35739.32047,39962.66997,526.823978,920.206877,1643.764109,187.162989,728.163413,137.768556,590.646587,349.303212,236.448091,2140.460068,2036.880266,98.673026,955.222118,69.189114,65.783716,4.609976,1425.745995,206.401537,172.884215,94.087919,0.0424,39.326533,20.500225
5091,3024.231105,1104.774926,330.451071,59.191655,3981.873147,38.999787,404.389672,236.72246,197.284241,93.71197,33628.86906,38905.00817,537.542568,670.736374,1050.577446,172.616026,522.793118,69.069875,286.098417,217.022455,69.076085,1558.508847,1464.784061,93.724661,705.277914,68.799956,64.699509,6.000641,1089.968407,108.499174,118.366448,59.17099,0,14.795792,20.399996
5098,4527.849908,1833.795319,586.024673,141.785009,4885.225525,38.000002,482.086335,316.651674,335.584289,170.150584,31098.84534,37356.69326,623.83834,1072.794546,2041.821039,250.471383,836.538699,264.639584,690.17142,430.162227,260.009193,2519.086977,2240.288245,278.798107,1214.642983,67.500136,60.001181,11.098445,1710.959857,146.513489,189.027505,23.643008,0,28.354973,20.300041
5115,4509.630324,1335.883791,494.698499,84.080617,4062.332165,39.919206,576.311183,333.643849,247.129012,146.840963,25443.77289,30098.72923,918.366627,1174.653235,1691.371744,303.458418,764.679042,132.755142,486.321126,319.013038,167.308869,1973.861115,1780.24637,195.693374,1806.395119,52.052855,46.982277,10.016857,1368.336817,59.365262,166.057938,83.438791,0.002668,0.456645,20.775518
5139,5351.450477,1670.280977,457.149827,111.50931,3548.502872,31.787261,637.472854,304.809002,268.669469,105.603338,39180.25844,46349.7026,634.28498,935.850764,2133.905632,289.123602,855.505297,150.292205,827.95364,460.370051,367.58359,2201.543503,2027.87033,179.90638,1491.564415,62.48477,56.44853,11.028646,1536.657658,101.653629,174.58768,58.478299,0.083308,16.524346,18.18733
5057,4052.080739,1364.939206,491.173423,56.961748,4789.12763,35.291648,479.099567,298.776936,255.319267,142.29507,28111.13621,31727.34155,637.072412,924.608657,1547.469508,430.201036,764.31469,96.201268,251.320389,183.491031,72.733584,1996.2998,1784.96711,216.237253,1108.473778,64.223877,57.401613,10.831977,1292.055845,96.570989,299.769287,24.893875,0,0,20.870847
5060,3009.604794,1160.66221,456.509699,55.325105,3634.913587,39.439078,294.370944,208.483411,228.045637,111.195671,27982.81376,35911.31699,519.534789,702.618846,1281.509417,260.107261,522.846956,105.682475,392.794922,234.800843,157.816123,1709.188657,1542.863015,166.654874,794.400923,68.29873,61.694391,9.797195,1151.50525,149.13686,120.019766,30.967865,9.759912,17.587034,20.413802
5074,3512.540706,1189.491211,384.446486,67.483293,4087.51788,38.095736,408.15129,248.504717,212.354396,125.992659,28269.68491,32913.72032,711.185294,903.630671,1199.757188,365.600959,498.600217,68.719865,262.36902,185.347498,77.049904,1682.264785,1510.462071,171.802605,1136.776163,59.761649,53.666054,10.200113,1152.296459,113.139712,132.457571,44.997004,0,0.000116,20.601273
5082,3972.720171,1236.638129,411.134002,42.097643,3316.912503,44.998355,524.416351,239.563796,216.895507,116.543006,25733.71963,31943.43916,974.364375,828.778216,1466.422071,314.040259,676.545774,116.527504,359.308228,223.359489,132.712578,1799.915279,1615.390045,187.761368,1469.650706,55.001735,49.401425,10.400122,1226.90336,142.43043,135.975448,48.564225,0,6.47232,20.400084
5087,1553.491457,483.232371,161.84291,16.424226,3328.764683,44.868613,205.042747,93.951287,84.80904,45.589912,25644.26904,31901.46141,380.278508,325.201986,573.891089,122.86581,264.564715,45.70132,140.759243,87.66414,51.848869,704.345907,632.138584,73.481436,574.997785,55.008767,49.406565,10.402207,479.605015,55.69928,53.402215,19.363118,0,2.492469,20.395624
5063,3083.287693,1191.646669,469.05373,56.917665,3616.592202,39.553885,300.387189,213.277087,234.357534,114.01467,27971.72817,36029.63256,533.30968,720.04842,1315.03349,265.107663,534.435706,108.995528,406.500761,242.493811,163.737827,1754.681561,1584.313572,170.635119,813.699684,68.384461,61.79635,9.756114,1183.160668,154.24674,120.713838,32.033214,10.168146,18.320646,20.400136
5092,3832.019767,1139.597237,567.5596,35.473847,4320.873831,39.000428,501.072206,274.918407,208.402384,115.285717,21724.30782,30045.94101,820.326508,979.956955,1485.437706,314.832604,651.82814,133.019274,385.758259,266.039067,119.719149,1818.011331,1631.779546,190.665503,1463.276507,55.400025,49.700168,10.499698,1157.321599,137.458896,168.497124,106.421616,0,0.000086,20.199609
5095,3202.342903,1086.172868,394.524213,45.337565,3705.621091,45.992237,520.159481,219.968105,145.176843,35.160917,31111.65066,34174.97272,784.012934,825.696634,1176.18173,340.318579,471.320622,129.738994,239.817064,174.743301,65.051711,1560.811721,1375.92364,184.8668,1220.152261,56.008313,49.412294,11.889538,851.837142,109.900809,318.892804,34.934785,0,0,20.798677
5102,2537.214457,700.477705,265.146124,75.00014,3170.562223,52.995374,365.183003,135.08977,95.062589,35.027594,30107.89214,32374.71253,670.244776,515.310851,825.519213,235.121404,385.23749,55.035079,160.123271,90.097805,70.025205,1075.657161,950.591556,125.065129,935.417039,53.50217,47.302129,11.599649,550.42013,55.060358,170.095567,80.014131,0.002539,0.000519,20.400133
5110,3722.306117,1149.835543,444.920527,20.005739,4328.894784,40.00074,439.943102,284.937243,184.96375,124.965432,26202.51589,30544.49004,854.815132,839.858254,1384.763622,329.936697,709.875255,59.996741,284.955212,204.962474,79.992388,1729.732082,1509.785955,214.949324,1349.704925,56.201221,49.001568,12.399344,1059.85668,139.969297,209.959047,89.984116,0.002296,0.000702,20.699937
5130,4705.58416,1977.368911,517.110574,59.667758,5119.187925,41.986447,822.448322,279.47103,189.607756,35.237146,26686.37941,30602.02797,899.126951,1167.886359,2051.921697,511.576148,929.488761,114.229617,496.62752,397.204665,99.422278,2648.548419,2434.888664,213.671651,1470.386589,64.307245,59.107198,8.099775,1565.608151,223.439957,446.902488,104.486055,19.875329,0,20.699284
5135,4646.526934,1860.287927,654.414824,75.838153,4384.2573,40.980559,697.534304,342.761615,201.896016,85.591901,30101.1074,33588.58963,783.148421,1237.357247,1940.242574,419.528076,1043.077353,91.13304,386.457555,269.608104,116.894796,2681.415928,2468.849236,217.508215,1279.331109,67.57263,62.25565,8.121266,1719.921237,151.816399,324.731647,160.949322,20.083873,0.138443,20.443039
5143,3955.369304,1887.869309,344.334049,88.487428,3690.741259,40.996074,580.217352,294.933535,196.599152,59.00037,30468.93455,36439.09111,816.049055,1071.831274,1593.378693,388.306861,737.580227,103.29639,354.36518,221.402583,137.876972,2286.401817,2074.994697,211.406712,1189.940024,65.799598,59.700344,9.199018,1391.241556,142.583163,324.59393,83.812733,14.750043,24.587316,20.599962
5116,3138.173948,1170.768681,330.278007,50.023892,3446.313805,43.998606,480.291004,220.154686,150.113569,50.06163,28716.30775,31318.03882,575.478339,860.529848,1265.850211,400.184416,595.395617,65.063232,215.206385,145.136869,70.070008,1631.103633,1435.998664,190.103671,1070.756191,60.299859,53.00107,11.698218,1030.720181,70.080495,205.110348,85.051614,0.001488,0.002464,20.400032
5156,1406.261267,554.782908,161.921132,24.186008,5335.986484,34.411945,203.217826,62.35425,28.678419,17.039271,25838.29382,31382.6694,221.732291,337.060346,657.934171,81.246393,255.198658,52.405365,266.252476,130.598652,137.072981,780.397034,711.413142,68.976996,433.584895,64.210272,58.573917,8.830726,334.411769,39.728465,157.575165,130.736515,5.569677,9.747228,20.622284
5050,4146.349195,1564.551887,475.531327,86.676741,3181.117367,35.025849,370.310528,299.413308,349.011851,158.774102,31472.47078,38584.19085,702.607371,869.367557,1641.519736,264.314558,815.875131,116.407553,443.713298,275.094051,169.918496,2147.949252,1929.852852,214.381474,1065.545413,67.196409,60.637054,9.643897,1493.20521,176.857103,125.162476,12.543192,0.004104,26.94418,20.395153
5121,2250.945033,904.900011,304.956399,34.996877,2647.610644,45.991046,360.122568,135.056667,120.028667,50.009399,31383.58114,38511.80541,459.899973,569.933317,944.899406,209.95071,409.962718,89.983531,240.000429,144.99967,94.999835,1264.85123,1184.862066,74.990559,719.877326,63.900696,59.80067,5.900056,929.853272,70.007778,80.002723,49.997482,0,0.007401,20.299988
5159,2383.900799,932.152415,278.503845,40.383627,5374.111728,34.215755,344.122142,103.238512,46.964693,28.749593,25843.25567,31322.95412,369.717054,567.855598,1121.223527,132.743662,432.769401,90.13452,460.930688,225.452261,237.733826,1320.897201,1205.655509,115.172022,733.328827,64.238831,58.701176,8.681478,561.034306,67.906606,267.092254,226.436893,9.289959,16.792687,20.597155
5150,3292.069293,3.294737,0.818034,0.153547,4412.038822,40.002476,472.242033,173.993985,124.309481,54.669711,30957.14521,35836.53358,1.28231,1.79766,3.318904,0.77847,1.374432,0.171511,0.976529,0.681629,0.30445,4.323792,3.996763,0.333497,2.066939,68.941075,64.006216,7.485824,2.622934,0.293889,0.651268,0.177868,0.012966,0.005027,20.949642
5012,1785.686733,821.333399,196.544312,72.659727,105.343894,34.006917,227.131334,118.534305,136.122967,55.827072,40859.18595,50121.60748,206.520628,311.285347,851.136622,144.539625,367.829385,58.122885,279.880117,172.820908,107.059208,1052.292411,1004.879351,46.647789,316.650185,76.789973,73.39075,4.399222,858.029355,50.475468,12.237059,6.884793,0,4.590303,29.995936
5021,190.014873,87.398401,20.914047,7.731234,105.357659,34.003276,24.168974,12.613324,14.484964,5.940531,40863.29953,50126.02558,21.973688,33.122022,90.570991,15.380332,39.141523,6.184741,29.783026,18.390549,11.392477,111.974457,106.929161,4.963893,33.692244,76.795253,73.39562,4.399632,91.303886,5.370976,1.302084,0.732495,0,0.488352,29.998075
5017,216.298319,99.487964,23.80671,8.800146,105.370036,34,27.512035,14.358133,16.488694,6.762217,40867,50130,25.010941,37.701677,103.100655,17.507658,44.556527,7.040117,33.903719,20.935084,12.968636,127.463164,121.719911,5.65062,38.350109,76.800003,73.400002,4.4,103.934353,6.113785,1.48213,0.833698,0,0.555799,30
5026,69.358288,30.609129,8.490241,4.653479,44.783961,41.982263,9.047405,4.252534,4.829708,2.270434,31845.91283,40433.13743,16.236846,19.110652,27.073453,6.083133,11.196189,2.688115,7.105987,4.122601,2.983711,40.655675,39.094662,1.420268,21.764951,65.221681,62.718969,3.503407,29.486701,2.406726,0.708262,0.711316,0,0.563035,25.289643
5035,77.623394,34.25961,9.516558,5.234107,44.490909,42,10.150996,4.758279,5.392716,2.537749,31830,40424,18.24007,21.412256,30.294377,6.8202,12.530135,3.013577,7.930465,4.59967,3.330795,45.52087,43.776168,1.586093,24.425833,65.199997,62.700001,3.5,32.990735,2.696358,0.793047,0.793047,0,0.634437,25.299999
5028,149.565064,66.011643,18.336481,10.084968,44.491747,41.999945,19.558961,9.168296,10.39074,4.889738,31830.06176,40424.06633,35.144458,41.256725,58.371748,13.141155,24.143331,5.806541,15.280718,8.862845,6.417873,87.709808,84.348089,3.056118,47.063122,65.200076,62.700074,3.500006,63.566951,5.195322,1.528029,1.528014,0,1.222409,25.300031
5032,3423.046251,1479.897561,321.866349,57.524798,1902.971767,35.018193,266.890011,214.448313,324.104208,135.915276,37918.02862,43513.9825,376.702297,823.605788,1328.728267,216.991819,531.698529,99.289341,480.754005,284.92093,198.424129,1859.389861,1767.617986,91.771868,667.039747,73.583468,69.967067,4.923743,1495.614084,102.004122,34.159175,60.014858,0.010854,0.021739,20.401027
5041,4521.0588,1959.757276,546.567258,76.00276,1921.454792,37.949941,439.665386,304.232243,382.367218,161.235412,32750.8435,38101.63071,578.283238,1088.502397,1985.121183,276.179862,1120.000704,102.519288,488.670153,343.531835,138.035232,2626.119124,2391.496177,234.62269,1025.787693,70.667732,64.346252,8.863125,1996.697101,153.310216,117.900836,24.738351,4.497648,8.996326,20.563492
5049,323.441822,138.660401,40.138363,17.941058,59.399113,42.496493,41.516986,20.750247,23.296411,9.990066,31531.60744,40896.33076,69.845537,88.803242,129.995359,27.128026,54.616372,10.878091,37.178281,21.81637,15.459206,186.335838,178.506878,7.241066,102.11371,64.852452,62.203507,3.764796,136.00045,11.35632,4.009713,4.009713,0.291885,1.962394,24.588359
5054,2939.881146,1204.10142,314.597588,41.856339,966.461247,35.206906,341.726685,228.372071,220.333416,90.856798,31274.37237,41570.47946,374.291981,688.243197,1302.926595,174.796188,595.536175,74.135266,455.302872,257.004879,194.977723,1627.360742,1520.072151,104.131421,738.071754,68.75723,64.104922,6.405039,1221.087368,107.247981,105.458419,22.098043,0,9.472588,20.688079
5055,222.115796,98.032309,27.231197,14.977158,44.490909,42,29.04661,13.615598,15.431012,7.261653,31830,40424,52.193127,61.270193,86.685977,19.515691,35.854409,8.623212,22.692664,13.161745,9.530919,130.255892,125.263506,4.538533,69.893405,65.199997,62.700001,3.5,94.401483,7.715506,2.269266,2.269266,0,1.815413,25.299999
5079,1019.556198,402.723926,80.731111,26.743988,1978.465912,46.973739,162.400331,62.309292,49.041114,17.870533,30048.40386,37287.95819,209.184827,256.448771,435.518366,73.785968,189.054672,31.082082,143.78861,108.14613,33.457149,505.828992,478.855833,24.780407,399.695309,55.877312,52.849227,4.848167,380.642854,26.863834,13.505777,11.216693,0.040792,0.029687,20.697377
5086,3083.306349,1110.786607,489.009713,40.743074,2909.626257,46.07965,474.032882,228.53546,163.378638,66.498552,27887.104,35034.40447,763.487281,738.235789,1256.560964,313.552281,615.672981,52.238126,275.237779,163.368837,116.860831,1695.379303,1583.684902,116.682216,1063.043943,61.265811,57.277418,6.892869,1209.722996,125.83252,71.726155,104.83672,0.003999,0.012437,16.256289
5093,2173.296954,848.146395,200.671207,41.037383,2770.980003,45.999997,378.470551,114.010167,100.323178,36.482203,29071.8019,34905.01767,351.159737,720.437763,802.578002,209.762575,383.050926,54.716018,155.048474,77.528082,77.521159,1121.776595,984.988853,136.788501,747.839862,60.100233,52.800786,12.199112,766.098974,77.522598,68.396069,18.252143,13.677118,0,20.399265
5080,1270.19813,500.783563,100.408677,33.336483,2051.007681,46.992354,202.495876,77.542619,60.962234,22.264946,30035.58909,37295.92407,260.659547,318.756285,543.089111,91.725573,235.747098,38.895462,179.47684,135.128454,41.621938,628.992697,595.679288,30.565105,499.009176,55.798907,52.79687,4.809646,473.386777,33.296336,16.895807,13.844828,0.000262,0.028596,20.686875
5123,7079.739346,2112.273298,365.508461,76.345189,9651.55102,35.456072,929.497732,465.132358,345.16081,214.502343,21123.90575,25987.06374,1755.780848,1967.12568,1954.623356,341.48497,902.864795,122.810003,587.621502,347.186174,240.603573,2860.536428,2408.212123,457.248206,2817.179264,50.456219,42.520131,15.867957,1526.79395,298.966306,246.534453,193.370847,19.695608,24.61951,20.252824
5126,1199.561975,309.923917,100.6103,15.530029,2832.986645,48.907218,176.846708,75.877609,51.719976,27.429351,24365.59916,29375.38039,359.766741,263.797134,375.192524,150.276329,123.838881,25.06601,77.531096,55.426245,22.165405,444.362557,394.277155,50.091212,554.454377,44.493544,39.441759,11.251402,264.290857,40.90589,42.846602,25.462319,0.023237,0.029046,20.033895
5131,2907.74314,758.04989,238.823536,37.056771,2836.649214,48.631363,422.419586,185.194873,126.177688,67.870119,24293.53982,29116.18069,883.771435,636.723598,892.059111,361.809105,294.470733,58.071752,181.090445,130.190125,51.009334,1079.244958,955.79297,123.339976,1333.429871,44.557721,39.415431,11.407044,636.832761,100.925187,106.44164,62.010288,1.526194,0,20.212021
5011,451.4135,207.630877,49.684484,18.36586,105.370036,34,57.417477,29.96535,34.411821,14.112713,40867,50130,52.197707,78.68321,215.170546,36.538395,92.989248,14.692688,70.756891,43.691414,27.065477,266.014979,254.028839,11.792815,80.036483,76.800003,73.400002,4.4,216.91047,12.759439,3.093197,1.739924,0,1.159949,30
5243,344.491352,158.451269,37.916179,14.015708,105.370036,34,43.81753,22.867734,26.261011,10.769965,40867,50130,39.834118,60.046244,164.205086,27.883882,70.963743,11.212566,53.99736,33.342632,20.654728,203.006467,193.859373,8.99956,61.078981,76.800003,73.400002,4.4,165.53289,9.737229,2.36054,1.327804,0,0.885203,30
5245,150.782143,69.349845,16.593691,6.131595,105.453317,34.00149,19.172501,10.008621,11.496643,4.715026,40862.65184,50120.18907,17.434483,26.290299,71.860572,12.202424,31.054054,4.90724,23.632332,14.592198,9.040231,88.849091,84.84543,3.939139,26.736167,76.795235,73.394935,4.400745,72.447422,4.262128,1.033585,0.582902,0,0.387125,29.985695
5244,57.012232,26.221429,6.274519,2.318664,105.433116,34.005843,7.250167,3.784465,4.346575,1.782661,40853.65492,50113.0749,6.593036,9.93999,27.172102,4.613969,11.742563,1.855605,8.935565,5.5175,3.418068,33.594869,32.080833,1.489636,10.110236,76.7836,73.381118,4.405217,27.392828,1.611546,0.391015,0.22012,0,0.1464,29.983419
5053,1493.44017,608.553025,157.029914,21.349905,987.298211,36.859253,177.958882,115.431322,110.488436,45.068817,31588.60477,41720.53602,197.88871,349.875247,658.373243,93.16381,299.296671,37.189783,227.207431,127.973169,97.457142,820.56309,766.356027,52.674819,385.339661,66.905723,62.393147,6.409313,615.987844,54.272898,52.126097,11.049965,0.03339,4.663512,20.622734
5107,1919.415262,378.169409,190.16143,15.992316,3037.367965,56.850063,312.342615,82.323442,71.517805,25.961422,24389.41987,27471.46298,684.292864,493.732201,484.74213,128.981093,209.982045,21.934674,114.046837,82.481639,31.648384,609.615587,548.395544,61.220042,1048.294168,36.445965,32.747457,10.15047,373.626612,36.180671,51.751802,45.057852,0,0,15.410491
5111,3840.288991,1112.206047,458.019151,26.485741,3041.782978,46.625078,653.532002,225.357254,176.030979,50.021451,23528.27002,29290.04189,1120.281559,1239.036392,1145.530935,267.773892,552.966936,113.135244,206.596833,154.673334,51.923499,1686.347563,1458.654893,227.317024,1822.920266,48.301586,41.967204,13.295199,947.673933,188.487341,206.904435,67.539698,0,0.013872,20.205806
5117,1019.354548,406.605466,100.625013,0.102733,1933.384842,44.998391,181.953373,57.5473,52.690901,9.658059,35605.76191,38189.16745,206.344392,206.228392,411.621416,81.533796,253.270107,23.912521,52.902439,28.908758,23.992947,531.182754,521.329018,0.349365,293.007554,64.476905,63.367911,0.021432,406.336579,47.853378,57.353463,0.144238,0.008796,0.003254,20.799002
5120,2840.041791,1161.223822,274.176052,19.873625,3941.114621,46.979217,468.644017,214.123161,134.617785,29.900102,29688.95353,33292.70873,746.971413,752.008628,947.742256,249.148533,528.945111,15.148327,154.499213,99.634598,54.864266,1470.418792,1405.723395,59.635602,976.303504,60.142878,57.457036,4.062679,1007.283527,119.653028,164.462192,59.597548,29.782176,0.002156,20.403867
5149,2947.906745,1348.48076,235.260922,29.952269,5427.494626,37.030747,410.927272,210.349594,155.104033,55.054089,31077.7802,34662.47536,631.024198,873.735256,849.533792,175.327975,524.498821,54.820428,89.911799,69.959758,19.915479,1708.48277,1553.282708,155.218358,635.862459,72.763572,66.154732,9.120178,1093.95988,149.614237,214.899762,49.884918,0,0.001826,20.398924
5239,3534.716827,1175.061157,351.06422,51.779694,1522.714114,43.038919,605.563963,225.621661,191.851868,76.515302,29177.7426,34751.57725,800.953326,694.020423,1389.525358,354.074845,662.514943,59.593433,313.356447,186.702159,126.468257,1608.76529,1468.579404,140.072371,1271.560363,55.777593,50.89667,8.642924,1095.208492,135.246258,119.085461,58.216936,0,0.37466,20.395082
5240,1538.663346,554.171232,120.367876,20.188712,1499.118943,48.744896,260.00947,103.372296,93.82696,30.221217,34204.45862,41857.18228,327.496498,370.939964,640.495841,176.462891,283.876437,29.953191,150.149477,76.225252,69.280475,719.179107,669.73134,49.401187,615.141729,53.544118,49.83121,6.793491,553.87374,63.014627,17.255025,1.040196,0,0.208277,20.112707
5241,7896.52924,2644.561135,910.582853,238.64704,3662.498785,39.648456,945.873054,577.395097,561.959104,223.657985,26768.77622,32532.53056,1439.378277,2052.072171,2890.917318,539.87313,1267.565838,219.765736,863.736816,574.184937,289.46565,3892.14458,3559.498587,332.629872,2490.289272,60.183608,56.252617,6.531659,2584.406169,254.169161,337.057834,99.811668,0,14.787419,20.588521
5253,1432.95782,544.74089,121.668543,29.500006,1299.105232,43.082158,222.940175,104.682438,79.271021,28.515726,30889.30122,35877.09636,310.575069,336.541344,533.99194,142.137144,242.934674,31.083514,118.226544,78.713772,37.342868,699.04455,652.102455,44.772466,482.260621,59.46711,55.579047,6.108603,483.10237,52.525466,56.068094,21.645419,0,7.898642,20.575404
5076,1582.022415,620.647935,203.136096,33.281486,1713.524841,44.996538,192.077916,114.484527,125.580823,40.647561,30026.26019,43265.33343,254.897772,428.367139,688.832596,114.451704,301.099791,29.601888,239.99604,144.023232,97.817532,864.415872,818.17735,44.398181,504.000698,63.101095,59.697556,5.105971,644.593331,57.187148,29.617616,29.511521,5.540866,0.000324,21.003838
5081,1996.855684,756.66288,161.309096,24.479414,2091.207946,48.990629,331.709116,131.837906,122.153142,53.68164,28253.95353,35267.43239,497.599193,483.069269,795.569877,136.801241,395.00159,77.949673,190.685567,122.298158,68.388816,942.48871,879.027611,63.45796,838.631785,52.929372,49.328386,6.698687,727.636713,34.323688,63.242588,0.031168,0.00422,0.00693,25.084567
5090,3166.349477,1359.648045,424.595727,112.108695,3831.635791,39.002224,353.063219,212.299762,259.992659,97.795033,30791.81365,39411.01183,469.906823,768.076709,1359.699645,174.151106,663.13698,97.796808,424.613198,279.093103,147.905284,1877.270625,1715.085133,164.568484,722.796375,72.198639,65.999958,8.797999,1364.440809,59.645323,121.635132,33.398702,14.309767,0,20.700085
