UNIQUEID,BUSNAME,Class,LATITUDE,LONGITUDE
48299424,SUBWAY SANDWICHES,Sub,43.596307,-79.785455
48504773,SUBWAY SANDWICHES,Sub,43.614065,-79.559632
48620843,SUBWAY SANDWICHES,Sub,43.773113,-79.442645
49041122,SUBWAY SANDWICHES,Sub,43.491647,-79.65067
49465651,SUBWAY SANDWICHES,Sub,43.657863,-79.376188
49657901,SUBWAY SANDWICHES,Sub,43.647341,-79.511927
49670102,SUBWAY SANDWICHES,Sub,43.854567,-79.056859
51337392,SUBWAY SANDWICHES,Sub,43.653377,-79.385369
51542108,SUBWAY SANDWICHES,Sub,43.832812,-79.267157
51549673,SUBWAY SANDWICHES,Sub,43.666175,-79.317044
51558922,SUBWAY SANDWICHES,Sub,43.675017,-79.401146
51625887,SUBWAY SANDWICHES,Sub,43.761756,-79.409553
51921096,SUBWAY SANDWICHES,Sub,43.660088,-79.725569
52089018,SUBWAY SANDWICHES,Sub,43.727068,-79.291758
52098480,SUBWAY SANDWICHES,Sub,43.835374,-79.355208
52985793,SUBWAY SANDWICHES,Sub,43.68689,-79.596947
53010559,SUBWAY SANDWICHES,Sub,43.794178,-79.355042
43804830,SUBWAY SANDWICHES & SALAD,Sub,43.99108,-79.72532
46161188,SUBWAY SANDWICHES & SALAD,Sub,43.825324,-79.561166
46996849,SUBWAY SANDWICHES & SALAD,Sub,43.657017,-79.43438
48464085,SUBWAY SANDWICHES & SALAD,Sub,43.731995,-79.461341
49245574,SUBWAY SANDWICHES & SALAD,Sub,43.656961,-79.405569
52963444,SUBWAY SANDWICHES & SALAD,Sub,43.774151,-79.341302
14912810,SUBWAY SANDWICHES & SALADS,Sub,43.739568,-79.603032
16231920,SUBWAY SANDWICHES & SALADS,Sub,43.726996,-79.795035
16231938,SUBWAY SANDWICHES & SALADS,Sub,43.735229,-79.708099
16232043,SUBWAY SANDWICHES & SALADS,Sub,43.545059,-79.685027
16232118,SUBWAY SANDWICHES & SALADS,Sub,43.787773,-79.547281
16232126,SUBWAY SANDWICHES & SALADS,Sub,43.528879,-79.674882
16232159,SUBWAY SANDWICHES & SALADS,Sub,43.630099,-80.042205
16232167,SUBWAY SANDWICHES & SALADS,Sub,43.722249,-79.303631
16232191,SUBWAY SANDWICHES & SALADS,Sub,43.88408,-79.440313
16232225,SUBWAY SANDWICHES & SALADS,Sub,43.767333,-79.273605
16232233,SUBWAY SANDWICHES & SALADS,Sub,43.616011,-79.609438
16232282,SUBWAY SANDWICHES & SALADS,Sub,43.449636,-79.705361
16232290,SUBWAY SANDWICHES & SALADS,Sub,43.603947,-79.589989
16232316,SUBWAY SANDWICHES & SALADS,Sub,43.844262,-79.386805
16232407,SUBWAY SANDWICHES & SALADS,Sub,43.837102,-79.088797
16232431,SUBWAY SANDWICHES & SALADS,Sub,43.637398,-79.691757
16232506,SUBWAY SANDWICHES & SALADS,Sub,43.834721,-79.306353
16232639,SUBWAY SANDWICHES & SALADS,Sub,43.631763,-79.552569
16232662,SUBWAY SANDWICHES & SALADS,Sub,43.651029,-79.904186
16232670,SUBWAY SANDWICHES & SALADS,Sub,43.615421,-79.488571
16232688,SUBWAY SANDWICHES & SALADS,Sub,43.394902,-79.711047
16232738,SUBWAY SANDWICHES & SALADS,Sub,43.772799,-79.321715
16232811,SUBWAY SANDWICHES & SALADS,Sub,43.717114,-79.4552
16232878,SUBWAY SANDWICHES & SALADS,Sub,43.665716,-79.485378
16232886,SUBWAY SANDWICHES & SALADS,Sub,43.873192,-79.72945
16232977,SUBWAY SANDWICHES & SALADS,Sub,43.46535,-79.684805
16232985,SUBWAY SANDWICHES & SALADS,Sub,43.517976,-79.878134
16233009,SUBWAY SANDWICHES & SALADS,Sub,43.615559,-79.662064
16233025,SUBWAY SANDWICHES & SALADS,Sub,43.697087,-79.751526
16233041,SUBWAY SANDWICHES & SALADS,Sub,43.62471,-79.605312
16233090,SUBWAY SANDWICHES & SALADS,Sub,43.70955,-79.269253
16233108,SUBWAY SANDWICHES & SALADS,Sub,43.849411,-78.993631
16233116,SUBWAY SANDWICHES & SALADS,Sub,43.920886,-80.090419
16233132,SUBWAY SANDWICHES & SALADS,Sub,43.666796,-79.734268
16233157,SUBWAY SANDWICHES & SALADS,Sub,43.682929,-79.418842
16233199,SUBWAY SANDWICHES & SALADS,Sub,43.968344,-79.262619
16233231,SUBWAY SANDWICHES & SALADS,Sub,43.690812,-79.575061
16233256,SUBWAY SANDWICHES & SALADS,Sub,43.590575,-79.742009
16233272,SUBWAY SANDWICHES & SALADS,Sub,43.663445,-79.402372
16233314,SUBWAY SANDWICHES & SALADS,Sub,43.819348,-79.11471
16233322,SUBWAY SANDWICHES & SALADS,Sub,43.716158,-79.634972
24524357,SUBWAY SANDWICHES & SALADS,Sub,44.214134,-79.464561
24710170,SUBWAY SANDWICHES & SALADS,Sub,43.558745,-79.706926
25403395,SUBWAY SANDWICHES & SALADS,Sub,43.876179,-79.413285
25461013,SUBWAY SANDWICHES & SALADS,Sub,43.711493,-79.375548
25469230,SUBWAY SANDWICHES & SALADS,Sub,43.661408,-79.381062
25760380,SUBWAY SANDWICHES & SALADS,Sub,43.832277,-79.06724
26114041,SUBWAY SANDWICHES & SALADS,Sub,43.74129,-79.319061
26114157,SUBWAY SANDWICHES & SALADS,Sub,43.795854,-79.419623
26116426,SUBWAY SANDWICHES & SALADS,Sub,43.757694,-79.360937
26136622,SUBWAY SANDWICHES & SALADS,Sub,43.793477,-79.240181
26620039,SUBWAY SANDWICHES & SALADS,Sub,43.590645,-79.634097
26621094,SUBWAY SANDWICHES & SALADS,Sub,43.54613,-79.591956
26808261,SUBWAY SANDWICHES & SALADS,Sub,43.710525,-79.684318
26825703,SUBWAY SANDWICHES & SALADS,Sub,43.465369,-79.743136
27500933,SUBWAY SANDWICHES & SALADS,Sub,43.801863,-79.499668
27532589,SUBWAY SANDWICHES & SALADS,Sub,43.861195,-79.310119
27599067,SUBWAY SANDWICHES & SALADS,Sub,44.3111,-79.37813
27809748,SUBWAY SANDWICHES & SALADS,Sub,43.838035,-79.087173
27812593,SUBWAY SANDWICHES & SALADS,Sub,44.092401,-79.131748
28013183,SUBWAY SANDWICHES & SALADS,Sub,43.647875,-79.401065
28052033,SUBWAY SANDWICHES & SALADS,Sub,43.769909,-79.547986
28052082,SUBWAY SANDWICHES & SALADS,Sub,43.755438,-79.348265
28359321,SUBWAY SANDWICHES & SALADS,Sub,43.433162,-79.701453
28397818,SUBWAY SANDWICHES & SALADS,Sub,43.522253,-79.901814
29161395,SUBWAY SANDWICHES & SALADS,Sub,43.720079,-79.594447
29221108,SUBWAY SANDWICHES & SALADS,Sub,44.148436,-79.882089
29735677,SUBWAY SANDWICHES & SALADS,Sub,43.712332,-79.535489
29735685,SUBWAY SANDWICHES & SALADS,Sub,43.709424,-79.475462
29860814,SUBWAY SANDWICHES & SALADS,Sub,43.484304,-79.714552
29905775,SUBWAY SANDWICHES & SALADS,Sub,43.676946,-79.769672
29932829,SUBWAY SANDWICHES & SALADS,Sub,43.569641,-79.566674
29939774,SUBWAY SANDWICHES & SALADS,Sub,43.61099,-79.694232
29939782,SUBWAY SANDWICHES & SALADS,Sub,43.584758,-79.717669
30649073,SUBWAY SANDWICHES & SALADS,Sub,43.678241,-79.441305
30675466,SUBWAY SANDWICHES & SALADS,Sub,43.618927,-79.536202
30697858,SUBWAY SANDWICHES & SALADS,Sub,43.648923,-79.374072
30703797,SUBWAY SANDWICHES & SALADS,Sub,43.651905,-79.37835
31466824,SUBWAY SANDWICHES & SALADS,Sub,43.931063,-80.100332
31570492,SUBWAY SANDWICHES & SALADS,Sub,43.775465,-79.25407
32753782,SUBWAY SANDWICHES & SALADS,Sub,43.793224,-79.441624
32780207,SUBWAY SANDWICHES & SALADS,Sub,43.806106,-79.219764
33612318,SUBWAY SANDWICHES & SALADS,Sub,43.648139,-79.396002
33644568,SUBWAY SANDWICHES & SALADS,Sub,43.665172,-79.380805
33651597,SUBWAY SANDWICHES & SALADS,Sub,43.708098,-79.392141
34054973,SUBWAY SANDWICHES & SALADS,Sub,43.860009,-79.025608
34224105,SUBWAY SANDWICHES & SALADS,Sub,43.678115,-79.719823
34256503,SUBWAY SANDWICHES & SALADS,Sub,43.601389,-79.626154
34374454,SUBWAY SANDWICHES & SALADS,Sub,43.790046,-79.417947
35247048,SUBWAY SANDWICHES & SALADS,Sub,43.658754,-79.39525
35259076,SUBWAY SANDWICHES & SALADS,Sub,43.647875,-79.401065
35270115,SUBWAY SANDWICHES & SALADS,Sub,43.656491,-79.377735
35270727,SUBWAY SANDWICHES & SALADS,Sub,43.670671,-79.393958
35827419,SUBWAY SANDWICHES & SALADS,Sub,43.42649,-79.726325
35827427,SUBWAY SANDWICHES & SALADS,Sub,43.508327,-79.668901
35841063,SUBWAY SANDWICHES & SALADS,Sub,43.7321,-79.763188
35954056,SUBWAY SANDWICHES & SALADS,Sub,43.787732,-79.353328
35976547,SUBWAY SANDWICHES & SALADS,Sub,43.768334,-79.468914
35983063,SUBWAY SANDWICHES & SALADS,Sub,43.638981,-79.426641
35990555,SUBWAY SANDWICHES & SALADS,Sub,43.655143,-79.418117
35995851,SUBWAY SANDWICHES & SALADS,Sub,43.759998,-79.22411
36301133,SUBWAY SANDWICHES & SALADS,Sub,43.649073,-79.485066
36302594,SUBWAY SANDWICHES & SALADS,Sub,43.646364,-79.390397
36320935,SUBWAY SANDWICHES & SALADS,Sub,43.643735,-79.404009
36345445,SUBWAY SANDWICHES & SALADS,Sub,43.646208,-79.383822
36351674,SUBWAY SANDWICHES & SALADS,Sub,43.688415,-79.39439
36557585,SUBWAY SANDWICHES & SALADS,Sub,43.893277,-79.264207
36851038,SUBWAY SANDWICHES & SALADS,Sub,43.773467,-79.493649
36859296,SUBWAY SANDWICHES & SALADS,Sub,43.811924,-79.332925
36859304,SUBWAY SANDWICHES & SALADS,Sub,43.77157,-79.185907
37308756,SUBWAY SANDWICHES & SALADS,Sub,43.732028,-79.822788
37319951,SUBWAY SANDWICHES & SALADS,Sub,43.442558,-79.671561
37333192,SUBWAY SANDWICHES & SALADS,Sub,43.620639,-79.571523
37333234,SUBWAY SANDWICHES & SALADS,Sub,43.571363,-79.628764
37333242,SUBWAY SANDWICHES & SALADS,Sub,43.584236,-79.765928
37798873,SUBWAY SANDWICHES & SALADS,Sub,43.85667,-79.512361
37825387,SUBWAY SANDWICHES & SALADS,Sub,44.005666,-79.468897
37934098,SUBWAY SANDWICHES & SALADS,Sub,43.66604,-79.406395
37941275,SUBWAY SANDWICHES & SALADS,Sub,43.683127,-79.325178
38365920,SUBWAY SANDWICHES & SALADS,Sub,43.76299,-79.291016
38381430,SUBWAY SANDWICHES & SALADS,Sub,43.825024,-79.301004
38390068,SUBWAY SANDWICHES & SALADS,Sub,43.633832,-79.519039
38390084,SUBWAY SANDWICHES & SALADS,Sub,43.635524,-79.540739
38392940,SUBWAY SANDWICHES & SALADS,Sub,43.691281,-79.530658
38574059,SUBWAY SANDWICHES & SALADS,Sub,43.592269,-79.639204
38574075,SUBWAY SANDWICHES & SALADS,Sub,43.517695,-79.638674
38583357,SUBWAY SANDWICHES & SALADS,Sub,43.638093,-79.719095
38625414,SUBWAY SANDWICHES & SALADS,Sub,43.70299,-79.78437
38625448,SUBWAY SANDWICHES & SALADS,Sub,43.869027,-79.869308
38625950,SUBWAY SANDWICHES & SALADS,Sub,43.668622,-79.73681
38625976,SUBWAY SANDWICHES & SALADS,Sub,43.660088,-79.725569
39094594,SUBWAY SANDWICHES & SALADS,Sub,43.659221,-79.438086
39136742,SUBWAY SANDWICHES & SALADS,Sub,43.704952,-79.349837
39136767,SUBWAY SANDWICHES & SALADS,Sub,43.702593,-79.373815
39143110,SUBWAY SANDWICHES & SALADS,Sub,43.66551,-79.368317
39153408,SUBWAY SANDWICHES & SALADS,Sub,43.650954,-79.381946
39153432,SUBWAY SANDWICHES & SALADS,Sub,43.671594,-79.387435
39372818,SUBWAY SANDWICHES & SALADS,Sub,43.775999,-79.605098
39378153,SUBWAY SANDWICHES & SALADS,Sub,43.822426,-79.370106
39382072,SUBWAY SANDWICHES & SALADS,Sub,43.85783,-79.70103
39394929,SUBWAY SANDWICHES & SALADS,Sub,43.800776,-79.4206
39740188,SUBWAY SANDWICHES & SALADS,Sub,43.846626,-79.458543
39743703,SUBWAY SANDWICHES & SALADS,Sub,43.859339,-79.434392
41581604,SUBWAY SANDWICHES & SALADS,Sub,43.846251,-79.019544
41606740,SUBWAY SANDWICHES & SALADS,Sub,43.76954,-79.375465
41619701,SUBWAY SANDWICHES & SALADS,Sub,43.651357,-79.367558
41630245,SUBWAY SANDWICHES & SALADS,Sub,43.706644,-79.399284
41656364,SUBWAY SANDWICHES & SALADS,Sub,43.654751,-79.459359
41658857,SUBWAY SANDWICHES & SALADS,Sub,43.700492,-79.428262
41773797,SUBWAY SANDWICHES & SALADS,Sub,43.756991,-79.519136
41781345,SUBWAY SANDWICHES & SALADS,Sub,43.764056,-79.488778
41796236,SUBWAY SANDWICHES & SALADS,Sub,43.731261,-79.419289
41846361,SUBWAY SANDWICHES & SALADS,Sub,43.727167,-79.28748
41855081,SUBWAY SANDWICHES & SALADS,Sub,43.748936,-79.274911
41973215,SUBWAY SANDWICHES & SALADS,Sub,43.688918,-79.348744
42480657,SUBWAY SANDWICHES & SALADS,Sub,43.701932,-79.742215
42492074,SUBWAY SANDWICHES & SALADS,Sub,43.696942,-79.799003
42514513,SUBWAY SANDWICHES & SALADS,Sub,43.860602,-79.995351
42531400,SUBWAY SANDWICHES & SALADS,Sub,43.556636,-79.738918
42567214,SUBWAY SANDWICHES & SALADS,Sub,43.666308,-79.685551
42586776,SUBWAY SANDWICHES & SALADS,Sub,43.603512,-79.649445
42752444,SUBWAY SANDWICHES & SALADS,Sub,43.491647,-79.65067
43283829,SUBWAY SANDWICHES & SALADS,Sub,43.66342,-79.418602
43283837,SUBWAY SANDWICHES & SALADS,Sub,43.675017,-79.401146
43283845,SUBWAY SANDWICHES & SALADS,Sub,43.676139,-79.410216
43306448,SUBWAY SANDWICHES & SALADS,Sub,43.670774,-79.475252
43342807,SUBWAY SANDWICHES & SALADS,Sub,43.639472,-79.383474
43809011,SUBWAY SANDWICHES & SALADS,Sub,43.782139,-79.492304
43822683,SUBWAY SANDWICHES & SALADS,Sub,43.806346,-79.471741
44376226,SUBWAY SANDWICHES & SALADS,Sub,43.786874,-79.471302
44376234,SUBWAY SANDWICHES & SALADS,Sub,43.771543,-79.413318
44376242,SUBWAY SANDWICHES & SALADS,Sub,43.794178,-79.355042
44376259,SUBWAY SANDWICHES & SALADS,Sub,43.805898,-79.383996
44382547,SUBWAY SANDWICHES & SALADS,Sub,43.725868,-79.457223
44382570,SUBWAY SANDWICHES & SALADS,Sub,43.764253,-79.398325
44430296,SUBWAY SANDWICHES & SALADS,Sub,43.743088,-79.219824
44437630,SUBWAY SANDWICHES & SALADS,Sub,43.810919,-79.243112
44446359,SUBWAY SANDWICHES & SALADS,Sub,43.717691,-79.569708
44574127,SUBWAY SANDWICHES & SALADS,Sub,43.84797,-79.073808
44604452,SUBWAY SANDWICHES & SALADS,Sub,43.720504,-79.511225
44619922,SUBWAY SANDWICHES & SALADS,Sub,43.710652,-79.248386
44641942,SUBWAY SANDWICHES & SALADS,Sub,43.708646,-79.398863
44649556,SUBWAY SANDWICHES & SALADS,Sub,43.648202,-79.381826
44696318,SUBWAY SANDWICHES & SALADS,Sub,43.730637,-79.403492
44704997,SUBWAY SANDWICHES & SALADS,Sub,43.799256,-79.333966
44710465,SUBWAY SANDWICHES & SALADS,Sub,43.597942,-79.518597
44718393,SUBWAY SANDWICHES & SALADS,Sub,43.650088,-79.450406
44820579,SUBWAY SANDWICHES & SALADS,Sub,43.615049,-79.524125
44843118,SUBWAY SANDWICHES & SALADS,Sub,43.645764,-79.38736
45675543,SUBWAY SANDWICHES & SALADS,Sub,43.751415,-79.739976
45688793,SUBWAY SANDWICHES & SALADS,Sub,43.580835,-79.617326
45696960,SUBWAY SANDWICHES & SALADS,Sub,43.545059,-79.685027
46179156,SUBWAY SANDWICHES & SALADS,Sub,43.785005,-79.185418
46215646,SUBWAY SANDWICHES & SALADS,Sub,43.84344,-79.430584
46218384,SUBWAY SANDWICHES & SALADS,Sub,43.75544,-79.439466
46283552,SUBWAY SANDWICHES & SALADS,Sub,43.779529,-79.416446
46319315,SUBWAY SANDWICHES & SALADS,Sub,43.709106,-79.294884
46367702,SUBWAY SANDWICHES & SALADS,Sub,43.73738,-79.434436
46378303,SUBWAY SANDWICHES & SALADS,Sub,43.668589,-79.339004
46544383,SUBWAY SANDWICHES & SALADS,Sub,43.630644,-79.482694
46650412,SUBWAY SANDWICHES & SALADS,Sub,43.508822,-79.864551
46959078,SUBWAY SANDWICHES & SALADS,Sub,43.688908,-79.390695
46976627,SUBWAY SANDWICHES & SALADS,Sub,43.524891,-79.88469
47517404,SUBWAY SANDWICHES & SALADS,Sub,43.783773,-79.57451
47752530,SUBWAY SANDWICHES & SALADS,Sub,44.058005,-79.481254
48082887,SUBWAY SANDWICHES & SALADS,Sub,43.624435,-79.626866
48508857,SUBWAY SANDWICHES & SALADS,Sub,43.598902,-79.544017
48513303,SUBWAY SANDWICHES & SALADS,Sub,43.679032,-79.343939
49783186,SUBWAY SANDWICHES & SALADS,Sub,43.695882,-79.448937
49917909,SUBWAY SANDWICHES & SALADS,Sub,43.688173,-79.412706
51242097,SUBWAY SANDWICHES & SALADS,Sub,43.628902,-79.874521
51607018,SUBWAY SANDWICHES & SALADS,Sub,43.746462,-79.69942
51873404,SUBWAY SANDWICHES & SALADS,Sub,43.724813,-79.337193
51906832,SUBWAY SANDWICHES & SALADS,Sub,43.536714,-79.873108
51936490,SUBWAY SANDWICHES & SALADS,Sub,43.560502,-79.704747
52079597,SUBWAY SANDWICHES & SALADS,Sub,43.643674,-79.375749
53054920,SUBWAY SANDWICHES & SALADS,Sub,44.10864,-79.58937
53012977,ACME BURGER CO,Hamburger,43.626054,-79.503384
35270107,SUBS PLUS,Sub,43.670398,-79.386442
37333226,SUBWAY/NEW YORK FRIES,Sub,43.643194,-79.63401
