"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24"

5370086.00,0086.00,4.20,5.20,4.90,4.10,3.00,5.20,305.00,235.00,70.00,2520.00,2270.00,245.00,2820.00,9715.00,7380.00,2305.00,840.00,350.00,515.00,465.00,140.00,280.00,180.00
5370100.01,0100.01,4.30,5.00,3.60,4.30,2.30,4.90,330.00,265.00,60.00,2520.00,2235.00,285.00,2845.00,9630.00,7140.00,2425.00,480.00,320.00,670.00,635.00,320.00,310.00,325.00
5370100.02,0100.02,2.00,2.50,2.30,2.00,1.10,5.10,235.00,195.00,40.00,2125.00,1810.00,315.00,2365.00,7890.00,6510.00,1360.00,455.00,200.00,295.00,270.00,145.00,85.00,180.00
5370101.01,0101.01,3.80,6.30,6.80,4.30,1.70,4.60,235.00,190.00,40.00,2210.00,1995.00,210.00,2445.00,7805.00,6160.00,1620.00,990.00,165.00,160.00,210.00,95.00,80.00,130.00
5370101.02,0101.02,1.90,1.10,0.00,2.30,0.70,4.00,140.00,95.00,35.00,1230.00,1085.00,145.00,1370.00,4650.00,3900.00,720.00,415.00,85.00,110.00,95.00,10.00,75.00,20.00
5370120.02,0120.02,3.20,5.00,0.00,3.10,1.30,2.90,60.00,40.00,20.00,565.00,515.00,50.00,625.00,2170.00,1810.00,345.00,240.00,25.00,45.00,10.00,20.00,10.00,0.00
5370120.03,0120.03,7.50,11.00,13.10,7.20,2.20,6.50,225.00,180.00,50.00,1755.00,1645.00,110.00,1975.00,6835.00,4350.00,2300.00,545.00,360.00,405.00,735.00,255.00,495.00,240.00
5370120.04,0120.04,9.10,12.80,14.40,8.60,2.50,6.10,195.00,155.00,45.00,1475.00,1385.00,90.00,1675.00,6060.00,3370.00,2475.00,470.00,235.00,705.00,890.00,175.00,470.00,425.00
5370121.00,0121.00,1.70,1.20,0.00,2.40,1.50,2.40,40.00,25.00,15.00,485.00,435.00,55.00,525.00,1810.00,1605.00,205.00,130.00,30.00,25.00,25.00,0.00,20.00,10.00
5370122.01,0122.01,4.20,4.70,4.00,4.10,3.80,4.40,210.00,165.00,45.00,1405.00,1275.00,125.00,1615.00,5385.00,4365.00,975.00,465.00,120.00,140.00,155.00,90.00,105.00,50.00
5370122.02,0122.02,3.10,4.10,2.80,3.20,1.70,3.70,225.00,175.00,50.00,1750.00,1645.00,105.00,1975.00,6545.00,5260.00,1260.00,660.00,190.00,175.00,180.00,50.00,125.00,60.00
5370123.00,0123.00,4.50,5.40,5.20,4.60,3.10,5.50,205.00,160.00,50.00,2070.00,1920.00,150.00,2275.00,7505.00,6025.00,1465.00,775.00,135.00,215.00,240.00,110.00,110.00,130.00
5370124.00,0124.00,4.80,8.80,8.80,4.60,1.90,6.50,120.00,100.00,20.00,1025.00,950.00,75.00,1145.00,3645.00,2770.00,860.00,495.00,60.00,135.00,135.00,35.00,35.00,110.00
5370130.02,0130.02,3.30,2.90,0.00,3.50,3.10,5.60,110.00,75.00,35.00,1075.00,980.00,105.00,1185.00,3815.00,3120.00,685.00,475.00,80.00,50.00,50.00,30.00,30.00,15.00
5370130.03,0130.03,8.50,13.50,12.90,9.20,3.90,4.40,195.00,155.00,35.00,795.00,695.00,100.00,990.00,3150.00,2515.00,615.00,350.00,30.00,80.00,100.00,60.00,45.00,50.00
5370131.00,0131.00,6.40,4.90,4.20,7.50,4.00,6.00,185.00,130.00,55.00,1160.00,1000.00,165.00,1345.00,4585.00,3810.00,730.00,415.00,115.00,55.00,130.00,15.00,65.00,65.00
5370132.00,0132.00,11.20,9.50,11.10,13.20,7.20,4.70,135.00,95.00,45.00,630.00,500.00,125.00,765.00,2840.00,2350.00,480.00,345.00,55.00,50.00,25.00,10.00,0.00,20.00
5370133.01,0133.01,2.80,3.70,6.70,2.70,1.70,5.80,145.00,115.00,30.00,885.00,825.00,65.00,1030.00,3495.00,2640.00,820.00,365.00,110.00,145.00,155.00,45.00,85.00,70.00
5370133.02,0133.02,8.50,12.00,12.50,9.00,4.80,5.90,305.00,260.00,45.00,1350.00,1155.00,190.00,1645.00,5625.00,4695.00,905.00,590.00,65.00,70.00,115.00,65.00,55.00,60.00
5370140.02,0140.02,5.70,7.70,7.70,5.10,4.80,4.70,360.00,280.00,80.00,2125.00,1820.00,300.00,2480.00,8380.00,6865.00,1490.00,555.00,205.00,235.00,350.00,150.00,170.00,180.00
5370140.03,0140.03,2.80,3.10,2.10,2.40,5.50,3.70,275.00,210.00,60.00,1980.00,1735.00,240.00,2250.00,7450.00,6340.00,1085.00,455.00,180.00,180.00,170.00,95.00,95.00,75.00
5370140.04,0140.04,3.30,3.70,2.00,2.80,4.90,3.70,120.00,95.00,25.00,980.00,880.00,105.00,1105.00,3740.00,3195.00,525.00,265.00,65.00,90.00,85.00,25.00,20.00,65.00
5370141.00,0141.00,4.00,5.90,5.10,3.90,1.90,3.60,125.00,90.00,30.00,1100.00,975.00,125.00,1225.00,4040.00,3300.00,730.00,435.00,105.00,95.00,50.00,50.00,20.00,35.00
5370142.01,0142.01,1.70,1.70,1.80,2.10,0.90,5.40,105.00,70.00,35.00,1050.00,940.00,115.00,1155.00,3805.00,3380.00,420.00,290.00,40.00,40.00,35.00,15.00,0.00,30.00
5370142.02,0142.02,2.20,2.70,3.10,2.30,1.30,3.50,75.00,60.00,15.00,1190.00,1045.00,150.00,1260.00,3800.00,3245.00,545.00,440.00,45.00,35.00,25.00,0.00,0.00,20.00
5370143.00,0143.00,2.20,1.30,2.30,2.80,1.80,2.90,115.00,75.00,40.00,1020.00,855.00,165.00,1135.00,3860.00,3485.00,375.00,260.00,50.00,20.00,45.00,0.00,30.00,15.00
5370144.01,0144.01,2.00,1.80,1.90,2.40,1.30,4.30,95.00,70.00,25.00,1430.00,1295.00,140.00,1525.00,5185.00,4515.00,635.00,365.00,110.00,40.00,60.00,55.00,40.00,20.00
5370144.02,0144.02,2.10,3.80,0.00,1.60,0.00,3.10,50.00,30.00,25.00,515.00,470.00,50.00,565.00,1780.00,1505.00,270.00,175.00,20.00,50.00,20.00,0.00,15.00,10.00
5370200.00,0200.00,2.10,2.40,0.00,2.40,1.50,7.30,60.00,40.00,20.00,770.00,700.00,70.00,830.00,2640.00,2055.00,585.00,335.00,75.00,55.00,90.00,25.00,65.00,25.00
5370201.00,0201.00,4.70,5.40,2.80,5.60,1.40,4.30,175.00,130.00,45.00,890.00,780.00,110.00,1065.00,3410.00,2780.00,630.00,345.00,85.00,105.00,80.00,15.00,75.00,0.00
5370202.00,0202.00,5.70,9.00,10.90,6.70,3.00,5.90,205.00,155.00,50.00,1705.00,1475.00,225.00,1910.00,6020.00,4670.00,1315.00,850.00,140.00,145.00,135.00,55.00,105.00,25.00
5370203.00,0203.00,5.60,3.90,4.00,5.50,6.00,8.30,80.00,60.00,15.00,735.00,655.00,80.00,810.00,2530.00,1970.00,540.00,320.00,80.00,35.00,80.00,25.00,40.00,40.00
5370204.00,0204.00,10.90,14.80,16.70,10.60,5.60,7.10,340.00,265.00,75.00,1150.00,925.00,225.00,1495.00,5190.00,3920.00,1220.00,320.00,155.00,135.00,300.00,315.00,125.00,180.00
5370205.01,0205.01,4.70,9.20,3.60,4.20,2.50,5.90,160.00,130.00,30.00,825.00,695.00,135.00,985.00,3285.00,2365.00,910.00,370.00,125.00,200.00,140.00,70.00,75.00,65.00
5370205.02,0205.02,11.20,26.30,25.70,13.00,3.70,6.40,305.00,260.00,40.00,1145.00,930.00,210.00,1450.00,5040.00,3475.00,1520.00,800.00,120.00,220.00,180.00,205.00,45.00,135.00
5370206.00,0206.00,13.20,17.00,21.40,13.60,10.20,8.40,190.00,145.00,45.00,775.00,590.00,185.00,965.00,3645.00,2690.00,905.00,460.00,70.00,85.00,180.00,115.00,90.00,90.00
5370207.01,0207.01,7.10,10.10,8.00,7.30,2.80,5.90,320.00,265.00,55.00,1660.00,1450.00,205.00,1980.00,6520.00,5130.00,1385.00,580.00,100.00,235.00,370.00,95.00,205.00,160.00
5370207.02,0207.02,3.00,3.70,1.10,2.80,3.20,3.80,240.00,200.00,40.00,1570.00,1390.00,180.00,1810.00,6065.00,4900.00,1150.00,455.00,185.00,235.00,235.00,45.00,95.00,140.00
5370207.03,0207.03,3.90,4.60,6.30,4.20,2.40,3.40,165.00,130.00,40.00,1035.00,950.00,85.00,1205.00,3805.00,2890.00,890.00,505.00,110.00,70.00,110.00,95.00,65.00,45.00
5370207.04,0207.04,6.00,7.20,3.80,5.90,5.00,5.40,135.00,105.00,30.00,630.00,535.00,90.00,760.00,2550.00,1985.00,560.00,280.00,45.00,95.00,140.00,0.00,100.00,35.00
5370208.00,0208.00,7.60,10.20,15.20,7.70,3.40,7.20,190.00,155.00,35.00,730.00,585.00,145.00,915.00,3075.00,2640.00,435.00,175.00,50.00,55.00,75.00,80.00,45.00,25.00
5370209.00,0209.00,4.10,3.30,0.00,3.60,3.30,2.40,85.00,70.00,20.00,410.00,340.00,65.00,500.00,1545.00,1245.00,295.00,145.00,55.00,30.00,55.00,15.00,15.00,40.00
5370210.00,0210.00,8.20,11.90,11.80,7.60,6.80,7.70,165.00,135.00,30.00,510.00,410.00,105.00,675.00,2380.00,1950.00,430.00,135.00,80.00,65.00,125.00,30.00,35.00,90.00
5370211.00,0211.00,10.00,12.20,12.80,10.00,6.40,5.60,185.00,140.00,45.00,655.00,520.00,135.00,840.00,3030.00,2320.00,710.00,225.00,95.00,105.00,125.00,155.00,20.00,105.00
5370212.00,0212.00,8.20,9.60,11.80,8.70,6.80,5.60,75.00,55.00,15.00,385.00,315.00,65.00,460.00,1635.00,1375.00,250.00,120.00,35.00,30.00,50.00,10.00,20.00,30.00
5370213.00,0213.00,8.90,5.40,6.90,9.50,8.50,6.20,140.00,115.00,25.00,855.00,695.00,160.00,995.00,3635.00,2905.00,715.00,445.00,55.00,45.00,75.00,90.00,30.00,50.00
5370214.00,0214.00,7.30,9.30,6.90,6.60,7.60,4.70,135.00,105.00,30.00,645.00,545.00,95.00,780.00,2665.00,2135.00,515.00,315.00,35.00,50.00,50.00,75.00,25.00,20.00
5370215.00,0215.00,9.90,14.30,13.80,10.00,4.50,6.80,145.00,110.00,35.00,645.00,515.00,125.00,785.00,2650.00,2055.00,585.00,290.00,55.00,65.00,95.00,80.00,20.00,75.00
5370216.00,0216.00,3.10,2.80,2.40,3.40,3.00,4.00,105.00,85.00,30.00,1100.00,1045.00,60.00,1210.00,4145.00,3425.00,700.00,415.00,90.00,60.00,105.00,40.00,55.00,45.00
5370217.01,0217.01,8.50,10.30,6.70,9.00,6.70,5.70,275.00,225.00,60.00,1090.00,905.00,190.00,1375.00,4980.00,3600.00,1350.00,620.00,95.00,185.00,250.00,195.00,120.00,130.00
5370217.02,0217.02,3.80,4.20,2.70,3.70,3.10,5.10,155.00,125.00,30.00,935.00,825.00,110.00,1090.00,3395.00,2710.00,650.00,385.00,50.00,95.00,65.00,55.00,20.00,40.00
5370218.00,0218.00,6.50,9.20,7.60,5.10,8.30,6.50,385.00,300.00,80.00,1720.00,1490.00,230.00,2100.00,6895.00,5285.00,1580.00,655.00,170.00,290.00,320.00,150.00,175.00,145.00
5370219.00,0219.00,3.60,4.40,2.20,3.80,2.10,4.60,125.00,100.00,25.00,1295.00,1215.00,80.00,1420.00,4550.00,3600.00,895.00,495.00,110.00,95.00,165.00,30.00,90.00,75.00
5370220.00,0220.00,7.50,12.70,8.20,7.80,3.90,5.50,285.00,225.00,60.00,1445.00,1255.00,195.00,1735.00,5585.00,4160.00,1395.00,700.00,160.00,245.00,170.00,120.00,55.00,110.00
5370221.00,0221.00,4.80,5.90,2.60,5.50,2.50,4.50,130.00,95.00,35.00,840.00,740.00,100.00,970.00,3255.00,2590.00,640.00,305.00,125.00,80.00,80.00,45.00,65.00,15.00
5370222.01,0222.01,,,,,,,,,,,,,,,,,,,,,,,
5370222.02,0222.02,3.50,4.60,4.20,4.00,1.60,5.60,170.00,145.00,25.00,1130.00,980.00,145.00,1300.00,4260.00,3260.00,985.00,445.00,95.00,130.00,260.00,65.00,115.00,140.00
5370222.03,0222.03,5.50,4.20,4.80,3.80,17.10,6.30,165.00,130.00,35.00,1110.00,990.00,115.00,1270.00,4405.00,3300.00,1105.00,290.00,200.00,205.00,330.00,75.00,155.00,175.00
5370223.01,0223.01,4.90,7.80,3.80,4.60,4.10,4.50,120.00,100.00,20.00,695.00,590.00,100.00,815.00,2575.00,2150.00,420.00,255.00,70.00,55.00,40.00,10.00,20.00,20.00
5370223.02,0223.02,3.80,3.80,3.30,3.90,2.50,6.10,205.00,155.00,55.00,1155.00,1010.00,145.00,1365.00,4635.00,3580.00,1045.00,415.00,140.00,160.00,255.00,65.00,100.00,160.00
5370223.05,0223.05,4.90,9.10,4.70,3.90,1.90,6.10,130.00,100.00,30.00,785.00,725.00,60.00,915.00,3185.00,2485.00,680.00,285.00,85.00,120.00,150.00,40.00,30.00,120.00
5370223.06,0223.06,1.50,1.80,0.00,1.60,0.90,5.20,100.00,75.00,25.00,1095.00,1025.00,75.00,1190.00,3910.00,3185.00,720.00,395.00,75.00,145.00,95.00,0.00,90.00,10.00
5370223.07,0223.07,4.20,7.20,4.70,4.00,2.10,4.20,180.00,150.00,30.00,1125.00,1010.00,110.00,1305.00,4270.00,3395.00,860.00,485.00,125.00,80.00,140.00,25.00,70.00,70.00
5370223.09,0223.09,4.20,4.20,4.00,4.20,5.40,6.10,240.00,195.00,45.00,2120.00,1955.00,165.00,2360.00,8765.00,6300.00,2380.00,530.00,295.00,625.00,655.00,270.00,355.00,300.00
5370223.1,0223.1,4.10,4.80,3.80,4.10,3.60,3.40,180.00,140.00,40.00,1100.00,965.00,135.00,1275.00,4470.00,3465.00,985.00,310.00,105.00,200.00,280.00,90.00,130.00,150.00
5370223.12,0223.12,5.40,6.60,4.20,5.80,2.90,4.30,370.00,295.00,80.00,1885.00,1575.00,310.00,2255.00,7755.00,5270.00,2435.00,730.00,295.00,440.00,640.00,325.00,225.00,415.00
5370223.13,0223.13,6.20,10.50,13.60,5.80,2.20,6.80,230.00,190.00,35.00,1115.00,1015.00,100.00,1345.00,4640.00,3425.00,1165.00,445.00,125.00,200.00,280.00,115.00,140.00,140.00
5370223.14,0223.14,2.60,3.00,4.80,3.00,0.60,6.50,120.00,95.00,25.00,1200.00,1140.00,60.00,1320.00,4140.00,3260.00,850.00,420.00,105.00,85.00,185.00,55.00,80.00,105.00
5370223.15,0223.15,4.20,4.50,4.20,4.50,0.00,5.60,140.00,100.00,35.00,590.00,530.00,55.00,725.00,2325.00,1770.00,550.00,145.00,35.00,105.00,180.00,85.00,130.00,50.00
5370223.16,0223.16,4.00,4.10,3.10,4.00,4.30,4.90,115.00,95.00,20.00,475.00,420.00,55.00,590.00,2290.00,1805.00,475.00,165.00,50.00,125.00,105.00,30.00,50.00,60.00
5370224.01,0224.01,5.30,5.70,3.60,4.90,6.20,6.00,290.00,235.00,60.00,2650.00,2445.00,200.00,2940.00,10630.00,6185.00,4360.00,435.00,495.00,945.00,1865.00,625.00,1120.00,740.00
5370224.02,0224.02,3.30,4.90,3.00,3.50,1.40,5.30,105.00,75.00,30.00,1085.00,975.00,105.00,1195.00,3740.00,3015.00,695.00,375.00,125.00,105.00,75.00,20.00,45.00,30.00
5370300.00,0300.00,4.10,5.10,5.00,4.00,1.50,3.80,50.00,35.00,15.00,540.00,475.00,65.00,590.00,2025.00,1700.00,330.00,235.00,35.00,20.00,40.00,0.00,30.00,10.00
5370301.00,0301.00,3.60,4.50,3.90,3.40,3.00,4.60,325.00,260.00,60.00,2035.00,1760.00,280.00,2355.00,7625.00,6335.00,1265.00,575.00,215.00,210.00,225.00,45.00,115.00,105.00
5370302.00,0302.00,8.80,7.70,8.90,9.40,8.20,6.30,290.00,220.00,75.00,1265.00,1065.00,195.00,1560.00,5325.00,4510.00,805.00,525.00,85.00,80.00,85.00,30.00,45.00,45.00
5370303.01,0303.01,3.10,4.60,7.50,3.20,1.40,2.50,120.00,105.00,20.00,1095.00,960.00,135.00,1215.00,3820.00,3215.00,575.00,400.00,55.00,50.00,40.00,30.00,35.00,10.00
5370303.02,0303.02,3.50,4.10,3.60,3.60,2.60,4.80,225.00,180.00,45.00,2240.00,2055.00,185.00,2470.00,8030.00,6735.00,1255.00,875.00,95.00,155.00,90.00,35.00,35.00,55.00


